metric,timestamp,value
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:47:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:48:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:49:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:50:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:51:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:52:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:53:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:54:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:55:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:56:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:57:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:58:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 20:59:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:00:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:01:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:02:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:03:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:04:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:05:19,157
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:06:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:07:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:08:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:09:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:10:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:11:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:12:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:13:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:14:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:15:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:16:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:17:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:18:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:19:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:20:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:21:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:22:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:23:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:24:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:25:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:26:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:27:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:28:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:29:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:30:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:31:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:32:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:33:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:34:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:35:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:36:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:37:19,157
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:38:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:39:19,157
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:40:19,157
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:41:19,157
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:42:19,157
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:43:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:44:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:45:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:46:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:47:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:48:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:49:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:50:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:51:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:52:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:53:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:54:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:55:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:56:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:57:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:58:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 21:59:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:00:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:01:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:02:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:03:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:04:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:05:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:06:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:07:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:08:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:09:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:10:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:11:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:12:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:13:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:14:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:15:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:16:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:17:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:18:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:19:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:20:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:21:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:22:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:23:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:24:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:25:19,158
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:26:19,159
"{'__name__': 'mqtt_voltage', 'instance': 'mqtt2prometheus:9641', 'job': 'mqtt', 'sensor': 'SENSOR', 'sensor_type': 'tasmota', 'topic': 'tele/345pic08/SENSOR'}",2025-02-22 22:27:19,159
