Timestamp,Voltage (V),Current (A)
1743887077,-2.2712233711000005,6.6853645753296e-05
1743887087,-2.27143560235,6.7806401689654e-05
1743887097,0.4524619289,6.7746275161368e-05
1743887107,0.44876540389999997,6.654517052122e-05
1743887117,0.44565989764999997,6.581058119737801e-05
1743887127,0.44291309765,6.622077245359e-05
1743887137,0.4403753789,6.6618724515309e-05
1743887147,0.43804280389999994,6.8406122219811e-05
1743887157,0.43571967889999996,6.6983404980348e-05
1743887167,0.43352767265,6.6921496045097e-05
1743887177,0.43141796015,6.6394022410588e-05
1743887187,0.42939881015,6.6872539267125e-05
1743887197,0.42744423515,6.716045740553801e-05
1743887207,0.42552431015,6.6753236827601e-05
1743887217,0.42365478514999994,6.72438740515e-05
1743887227,0.42185141015,6.7458238195824e-05
1743887237,0.4201909664,6.7082863288995e-05
1743887247,0.4183757789,6.7976086832722e-05
1743887257,0.4167007664,6.6493124237842e-05
1743887267,0.41507654764999996,6.7453485110584e-05
1743887277,0.41347871015,6.6557885024237e-05
1743887287,0.41196316639999997,6.8239170100756e-05
1743887297,0.41044132264999994,6.7011804664657e-05
1743887307,0.4089816914,6.725658855451699e-05
1743887317,0.40753938515,6.763552827527601e-05
1743887327,0.4061372414,6.7828860017413e-05
1743887337,0.40476738515,6.6498946767261e-05
1743887347,0.40341052264999994,6.7385397164521e-05
1743887357,0.40211469139999995,6.698566269583699e-05
1743887367,0.40091336014999995,6.649645139751e-05
1743887377,0.39959823515,6.7676285981209e-05
1743887387,0.39837288515,6.7075496006873e-05
1743887397,0.39719793514999996,6.712112562517699e-05
1743887407,0.39604818515,6.6692278509398e-05
1743887417,0.39492048515,6.7600593098762e-05
1743887427,0.39381641014999996,6.701952842817199e-05
1743887437,0.39278242265,6.6967363317663e-05
1743887447,0.39172402265,6.808873495291e-05
1743887457,0.39070657265,6.6674335612617e-05
1743887467,0.38971038515,6.680896675204e-05
1743887477,0.38873388515,6.715926913422799e-05
1743887487,0.38778337265,6.818819326155699e-05
1743887497,0.38686908515,6.7636478892324e-05
1743887507,0.38598236015,6.7396448087704e-05
1743887517,0.3850999664,6.7939606903505e-05
1743887527,0.3842589164,6.7225099364802e-05
1743887537,0.38342180389999997,6.6659363394111e-05
1743887547,0.38261894765,6.7055295394603e-05
1743887557,0.3818082164,6.7002892629832e-05
1743887567,0.3810404039,6.7732491214172e-05
1743887577,0.38029149139999996,6.700253614843899e-05
1743887587,0.3795354914,6.633365822804e-05
1743887597,0.37882083515,6.6227783254319e-05
1743887607,0.37812980389999995,6.6686455979979e-05
1743887617,0.3774568851499999,6.7572431068715e-05
1743887627,0.37676861014999996,6.690771209790099e-05
1743887637,0.37611656015,6.5917882096671e-05
1743887647,0.37548419765,6.7455029863287e-05
1743887657,0.3748703414,6.7524068426398e-05
1743887667,0.3743246039,6.7370187291753e-05
1743887677,0.37366389139999995,6.7477369363915e-05
1743887687,0.37306578514999994,6.6662571726648e-05
1743887697,0.3724952414,6.7684366226117e-05
1743887707,0.37194202265,6.7630299881512e-05
1743887717,0.37138880389999995,6.763125049856e-05
1743887727,0.37084818514999995,6.771644955148699e-05
1743887737,0.37031741015,6.7197769124672e-05
1743887747,0.36981262265,6.7623170253652e-05
1743887757,0.3693011413999999,6.7760296762826e-05
1743887767,0.36879005389999997,6.7980245782307e-05
1743887777,0.36831519139999996,6.8150287406768e-05
1743887787,0.36786316639999994,6.7727738128932e-05
1743887797,0.36737058514999993,6.7503511332735e-05
1743887807,0.3669071414,6.7862250441224e-05
1743887817,0.36647598514999996,6.7637310682241e-05
1743887827,0.36603813514999994,6.7478319980963e-05
1743887837,0.36560422265,6.7512542194691e-05
1743887847,0.3651651914,6.6265689109108e-05
1743887857,0.36473836639999996,6.6941815484498e-05
1743887867,0.36432532264999995,6.7362225873976e-05
1743887877,0.36392960389999995,6.7373633278552e-05
1743887887,0.3635177414,6.7993316766717e-05
1743887897,0.36311808514999994,6.7249340099526e-05
1743887907,0.36272630389999994,6.6602920506886e-05
1743887917,0.3623711414,6.827054046334e-05
1743887927,0.36197778515,6.8192946346797e-05
1743887937,0.36160293514999997,6.6956431221611e-05
1743887947,0.36124619765,6.6718776959611e-05
1743887957,0.36088867264999996,6.719479844639699e-05
1743887967,0.36063352265,6.6519622688055e-05
1743887977,0.36018779765,6.7798440271877e-05
1743887987,0.3598338164,6.7408806109328e-05
1743887997,0.35947747264999996,6.6926843265992e-05
1743888007,0.35917467889999993,6.7243755224369e-05
1743888017,0.3588455039,6.6520929786496e-05
1743888027,0.35849388514999997,6.6974849426916e-05
1743888037,0.35817573515,6.8116302847302e-05
1743888047,0.35786388515,6.7423184192179e-05
1743888057,0.3575524289,6.7620080748246e-05
1743888067,0.35724451639999993,6.729972280307e-05
1743888077,0.35692715389999996,6.665211493912e-05
1743888087,0.35661884764999996,6.7132651856884e-05
1743888097,0.35632589765,6.7423540673572e-05
1743888107,0.3560553914,6.8429174683225e-05
1743888117,0.35575889765,6.6902959012661e-05
1743888127,0.35547461015,6.7192540730908e-05
1743888137,0.35519898515,6.6301812556932e-05
1743888147,0.35489343514999994,6.820043245605e-05
1743888157,0.35462686639999996,6.6649857223631e-05
1743888167,0.35432249765,6.6705943629463e-05
1743888177,0.35407679764999994,6.7128017598775e-05
1743888187,0.3538236164,6.656394520791799e-05
1743888197,0.3535440539,6.7585620880256e-05
1743888207,0.3532944164,6.778845879287299e-05
1743888217,0.35302824139999994,6.6910920430438e-05
1743888227,0.35275182889999995,6.7093438903654e-05
1743888237,0.3524919539,6.7744968062927e-05
